Year/Month,Price,Salary,Ratio,Inverse Ratio
2021/01,1.22247,981.86,803.1771740819817,0.0012450553032000487
2021/02,1.2388375,981.86,792.565610905385,0.0012617251950379892
2021/03,1.25343475,981.86,783.3355505741324,0.001276592131261076
2021/04,1.30121,981.86,754.5745882678431,0.0013252500356466298
2021/05,0.7623000000000001,981.86,1288.023088023088,0.0007763835984763613
2021/06,1.367295,981.86,718.1039936516992,0.0013925559652088891
2021/07,1.3655762500000002,981.86,719.0078181280612,0.0013908054610636956
2021/08,0.7409775,981.86,1325.0874689177472,0.0007546671623245676
2021/09,0.7801576666666667,981.86,1258.5404745109213,0.0007945711880173006
2021/10,1.3705735,981.86,716.386242693296,0.0013958950359521723
2021/11,0.8346666666666667,981.86,1176.349840255591,0.0008500872493702429
2021/12,0.8610199999999999,981.86,1140.3451720052963,0.0008769274642005988
2022/01,0.8637199999999999,976.04,1130.0421432871765,0.0008849227490676611
2022/02,1.54119,976.04,633.3028374178394,0.0015790234006803
2022/03,1.0582413333333334,976.04,922.322696398175,0.001084219225988006
2022/04,1.13371,976.04,860.9256335394413,0.00116154051063481
2022/05,1.148419,976.04,849.8988609558008,0.0011766105897299292
2022/06,1.1087866666666668,976.04,880.2775406149664,0.001136005354971791
2022/07,1.1183873333333334,976.04,872.7208999148178,0.0011458417004767566
2022/08,1.1162826666666668,976.04,874.3663492639856,0.0011436853680860076
2022/09,2.02248825,976.04,482.5936566009716,0.0020721366439900002
2022/10,1.265303,976.04,771.3883552002958,0.0012963638785295686
2022/11,1.3364933333333333,976.04,730.2991909175255,0.001369301804570851
2022/12,1.3438333333333332,976.04,726.3103063375916,0.0013768219881698837
2023/01,2.25523,1076.99,477.55217871347935,0.0020940120149676414
2023/02,2.16360775,1076.99,497.7750703656889,0.002008939498045479
2023/03,2.14765,1076.99,501.4737038157987,0.0019941225081012825
2023/04,1.99969575,1076.99,538.5769310156307,0.0018567449558491724
2023/05,1.2366149999999998,1076.99,870.9177876703745,0.0011482140038440467
2023/06,1.2001066666666669,1076.99,897.4118967202913,0.0011143155151548917
